Operation,Category,Perf Weight,Timing Weight,Absolute Alpha,Perf/Timing Ratio,Weight Tier,Zero FP,Alpha Min,Alpha Max,Alpha CV,Analytical Formula,Analytical FLOPs,Benchmark Code,Benchmark Size,Repeats,Perf Instructions (total),"Timing (ns, total)",Time per Analytical FLOP (ns),Baseline Alpha,Baseline Command,Baseline Perf Instructions,Baseline Timing (ns),Implementation URL,Notes
random.noncentral_f,Random,77.2939,60.0371,120.8932,1.2874,heavy,FALSE,120.8879,120.9017,0.0001,numel(output),10000000,"np.random.noncentral_f(5, 10, 1.0, 10000000)",n=10000000,5,"[6044661873, 6045085500, 6044395872]",4776301781.0,95.5260,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/random/__init__.py#L145,Sampling; cost = numel(output).
random.dirichlet,Random,77.2609,62.3552,120.8416,1.2390,heavy,FALSE,120.8397,120.8477,0.0000,numel(output),10000000,"np.random.dirichlet([1.0, 2.0, 3.0], 10000000)",n=10000000,5,"[6042074628, 6042384964, 6041985649]",4960717016.0,99.2143,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/random/__init__.py#L153,Sampling; cost = numel(output).
random.power,Random,70.3696,31.0821,110.0631,2.2640,heavy,FALSE,110.0626,110.0640,0.0000,numel(output),10000000,"np.random.power(5.0, 10000000)",n=10000000,5,"[5503152403, 5503197878, 5503129844]",2472763246.0,49.4553,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/random/__init__.py#L126,Sampling; cost = numel(output).
random.vonmises,Random,66.7742,52.8117,104.4396,1.2644,heavy,FALSE,104.4386,104.4455,0.0000,numel(output),10000000,"np.random.vonmises(0.0, 1.0, 10000000)",n=10000000,5,"[5221929713, 5222273571, 5221982547]",4201477550.0,84.0296,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/random/__init__.py#L138,Sampling; cost = numel(output).
random.f,Random,59.7266,48.3451,93.4167,1.2354,heavy,FALSE,93.4145,93.4171,0.0000,numel(output),10000000,"np.random.f(5, 10, 10000000)",n=10000000,5,"[4670856280, 4670836268, 4670726935]",3846137903.0,76.9228,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/random/__init__.py#L146,Sampling; cost = numel(output).
random.weibull,Random,56.9431,24.3228,89.0631,2.3411,heavy,FALSE,89.0626,89.0640,0.0000,numel(output),10000000,"np.random.weibull(2.0, 10000000)",n=10000000,5,"[4453152403, 4453197878, 4453129844]",1935018239.0,38.7004,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/random/__init__.py#L132,Sampling; cost = numel(output).
random.beta,Random,56.6401,48.8709,88.5892,1.1590,heavy,FALSE,88.5849,88.5896,0.0000,numel(output),10000000,"np.random.beta(2.0, 5.0, 10000000)",n=10000000,5,"[4429481342, 4429455931, 4429244623]",3887968096.0,77.7594,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/random/__init__.py#L147,Sampling; cost = numel(output).
random.standard_t,Random,45.4818,37.1390,71.1368,1.2246,heavy,FALSE,71.1351,71.1382,0.0000,numel(output),10000000,"np.random.standard_t(3, 10000000)",n=10000000,5,"[3556911442, 3556755305, 3556838279]",2954624351.0,59.0925,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/random/__init__.py#L130,Sampling; cost = numel(output).
random.gumbel,Random,33.1563,15.8963,51.8588,2.0858,heavy,FALSE,51.8576,51.8591,0.0000,numel(output),10000000,"np.random.gumbel(0.0, 1.0, 10000000)",n=10000000,5,"[2592939021, 2592956871, 2592879147]",1264644174.0,25.2929,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/random/__init__.py#L134,Sampling; cost = numel(output).
random.pareto,Random,31.3688,15.0142,49.0630,2.0893,heavy,FALSE,49.0626,49.0640,0.0000,numel(output),10000000,"np.random.pareto(3.0, 10000000)",n=10000000,5,"[2453152403, 2453197878, 2453129844]",1194471074.0,23.8894,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/random/__init__.py#L127,Sampling; cost = numel(output).
random.standard_cauchy,Random,29.1635,25.7502,45.6138,1.1326,heavy,FALSE,45.6134,45.6178,0.0001,numel(output),10000000,np.random.standard_cauchy(10000000),n=10000000,5,"[2280668133, 2280891086, 2280689187]",2048577960.0,40.9716,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/random/__init__.py#L129,Sampling; cost = numel(output).
random.gamma,Random,28.4702,24.6317,44.5294,1.1558,heavy,FALSE,44.5286,44.5302,0.0000,numel(output),10000000,"np.random.gamma(2.0, 1.0, 10000000)",n=10000000,5,"[2226429576, 2226474688, 2226509004]",1959594729.0,39.1919,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/random/__init__.py#L148,Sampling; cost = numel(output).
random.lognormal,Random,28.3281,21.4839,44.3072,1.3186,heavy,FALSE,44.3069,44.3078,0.0000,numel(output),10000000,"np.random.lognormal(0.0, 1.0, 10000000)",n=10000000,5,"[2215356846, 2215388740, 2215346023]",1709172161.0,34.1834,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/random/__init__.py#L137,Sampling; cost = numel(output).
random.poisson,Random,28.1315,37.9288,43.9997,0.7417,heavy,FALSE,43.9978,44.0017,0.0000,numel(output),10000000,"np.random.poisson(5.0, 10000000)",n=10000000,5,"[2200085081, 2199889565, 2199980697]",3017458111.0,60.3492,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/random/__init__.py#L120,Sampling; cost = numel(output).
random.logseries,Random,27.8266,22.5066,43.5228,1.2364,heavy,FALSE,43.5215,43.5293,0.0001,numel(output),10000000,"np.random.logseries(0.5, 10000000)",n=10000000,5,"[2176141359, 2176464815, 2176075933]",1790529556.0,35.8106,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/random/__init__.py#L125,Sampling; cost = numel(output).
random.wald,Random,25.5555,29.1850,39.9706,0.8756,heavy,FALSE,39.9695,39.9737,0.0001,numel(output),10000000,"np.random.wald(1.0, 1.0, 10000000)",n=10000000,5,"[1998527906, 1998687295, 1998472907]",2321834435.0,46.4367,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/random/__init__.py#L139,Sampling; cost = numel(output).
random.rayleigh,Random,24.3409,15.9689,38.0709,1.5243,heavy,FALSE,38.0706,38.0716,0.0000,numel(output),10000000,"np.random.rayleigh(1.0, 10000000)",n=10000000,5,"[1903581048, 1903531376, 1903544506]",1270420921.0,25.4084,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/random/__init__.py#L128,Sampling; cost = numel(output).
random.laplace,Random,18.9009,13.9287,29.5624,1.3570,moderate,FALSE,29.5618,29.5631,0.0000,numel(output),10000000,"np.random.laplace(0.0, 1.0, 10000000)",n=10000000,5,"[1478154971, 1478088131, 1478115207]",1108110970.0,22.1622,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/random/__init__.py#L135,Sampling; cost = numel(output).
random.logistic,Random,18.8868,10.0316,29.5403,1.8827,moderate,FALSE,29.5395,29.5414,0.0000,numel(output),10000000,"np.random.logistic(0.0, 1.0, 10000000)",n=10000000,5,"[1477070872, 1476973445, 1477015962]",798072895.0,15.9615,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/random/__init__.py#L136,Sampling; cost = numel(output).
random.chisquare,Random,18.5817,9.7281,29.0631,1.9101,moderate,FALSE,29.0626,29.0640,0.0000,numel(output),10000000,"np.random.chisquare(2, 10000000)",n=10000000,5,"[1453152393, 1453197868, 1453129834]",773927954.0,15.4786,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/random/__init__.py#L141,Sampling; cost = numel(output).
random.binomial,Random,18.5410,25.2465,28.9994,0.7344,moderate,FALSE,28.9984,28.9997,0.0000,numel(output),10000000,"np.random.binomial(10, 0.5, 10000000)",n=10000000,5,"[1449970731, 1449920661, 1449987476]",2008508012.0,40.1702,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/random/__init__.py#L121,Sampling; cost = numel(output).
random.exponential,Random,17.9423,9.4763,28.0630,1.8934,moderate,FALSE,28.0626,28.0640,0.0000,numel(output),10000000,"np.random.exponential(1.0, 10000000)",n=10000000,5,"[1403152403, 1403197878, 1403129844]",753897549.0,15.0780,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/random/__init__.py#L119,Sampling; cost = numel(output).
random.standard_exponential,Random,17.3029,9.3248,27.0630,1.8556,moderate,FALSE,27.0626,27.0640,0.0000,numel(output),10000000,np.random.standard_exponential(10000000),n=10000000,5,"[1353152393, 1353197868, 1353129834]",741845563.0,14.8369,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/random/__init__.py#L117,Sampling; cost = numel(output).
random.standard_gamma,Random,17.3029,9.5067,27.0630,1.8201,moderate,FALSE,27.0626,27.0640,0.0000,numel(output),10000000,"np.random.standard_gamma(1.0, 10000000)",n=10000000,5,"[1353152403, 1353197878, 1353129844]",756310828.0,15.1262,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/random/__init__.py#L131,Sampling; cost = numel(output).
random.normal,Random,15.5409,13.6587,24.3071,1.1378,moderate,FALSE,24.3069,24.3078,0.0000,numel(output),10000000,"np.random.normal(0.0, 1.0, 10000000)",n=10000000,5,"[1215356846, 1215388740, 1215346023]",1086633267.0,21.7327,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/random/__init__.py#L113,Sampling; cost = numel(output).
random.standard_normal,Random,14.2622,12.6403,22.3071,1.1283,moderate,FALSE,22.3069,22.3078,0.0000,numel(output),10000000,np.random.standard_normal(10000000),n=10000000,5,"[1115356831, 1115388725, 1115346008]",1005613347.0,20.1123,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/random/__init__.py#L115,Sampling; cost = numel(output).
random.randn,Random,14.2622,12.6338,22.3071,1.1289,moderate,FALSE,22.3069,22.3078,0.0000,numel(output),10000000,np.random.randn(10000000),n=10000000,5,"[1115356831, 1115388725, 1115346008]",1005096451.0,20.1019,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/random/__init__.py#L106,Sampling; cost = numel(output).
random.triangular,Random,7.0330,10.1178,11.0001,0.6951,moderate,FALSE,11.0000,11.0001,0.0000,numel(output),10000000,"np.random.triangular(-1.0, 0.0, 1.0, 10000000)",n=10000000,5,"[550005786, 550006950, 549997794]",804931523.0,16.0986,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/random/__init__.py#L140,Sampling; cost = numel(output).
random.geometric,Random,3.8360,14.2922,5.9998,0.2684,moderate,FALSE,5.9995,5.9998,0.0000,numel(output),10000000,"np.random.geometric(0.5, 10000000)",n=10000000,5,"[299985105, 299972547, 299987681]",1137026208.0,22.7405,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/random/__init__.py#L122,Sampling; cost = numel(output).
random.uniform,Random,3.1969,4.0878,5.0002,0.7821,moderate,FALSE,5.0001,5.0001,0.0000,numel(output),10000000,"np.random.uniform(0.0, 1.0, 10000000)",n=10000000,5,"[250005619, 250005619, 250005619]",325205474.0,6.5041,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/random/__init__.py#L114,Sampling; cost = numel(output).
random.rand,Random,1.9181,3.7538,3.0000,0.5110,baseline,FALSE,3.0001,3.0001,0.0000,numel(output),10000000,np.random.rand(10000000),n=10000000,5,"[150005599, 150005599, 150005599]",298633026.0,5.9727,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/random/__init__.py#L105,Sampling; cost = numel(output).
random.random,Random,1.9181,3.7693,3.0000,0.5089,baseline,FALSE,3.0001,3.0001,0.0000,numel(output),10000000,np.random.random(10000000),n=10000000,5,"[150005599, 150005599, 150005599]",299867636.0,5.9974,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/random/__init__.py#L175,Sampling; cost = numel(output).
random.random_sample,Random,1.9181,3.7449,3.0000,0.5122,baseline,FALSE,3.0001,3.0001,0.0000,numel(output),10000000,np.random.random_sample(10000000),n=10000000,5,"[150005599, 150005599, 150005599]",297924686.0,5.9585,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/random/__init__.py#L176,Sampling; cost = numel(output).
random.shuffle,Random,0.2558,12.7233,0.4001,0.0201,negligible,FALSE,0.4001,0.4001,0.0000,numel(output),10000000,np.random.shuffle(x),n=10000000,5,"[20005598, 20005598, 20005598]",1012213756.0,20.2443,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/random/__init__.py#L209,Shuffle; cost = n*ceil(log2(n)).
random.permutation,Random,0.0001,12.9331,0.0002,0.0000,negligible,TRUE,0.0001,0.0001,0.0000,numel(output),10000000,np.random.permutation(10000000),n=10000000,5,"[5609, 5609, 5609]",1028907551.0,20.5782,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/random/__init__.py#L194,Shuffle; cost = n*ceil(log2(n)).
random.choice,Random,0.0001,3.7400,0.0002,0.0000,negligible,TRUE,0.0001,0.0001,0.0000,numel(output),10000000,"np.random.choice(_pool, 10000000)",n=10000000,5,"[5601, 5601, 5601]",297541141.0,5.9508,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/random/__init__.py#L233,"Sampling; cost = numel(output) if replace, n*ceil(log2(n)) if not."
random.randint,Random,0.0001,2.3966,0.0002,0.0000,negligible,TRUE,0.0001,0.0001,0.0000,numel(output),10000000,"np.random.randint(0, 1000, 10000000)",n=10000000,5,"[5599, 5599, 5599]",190662332.0,3.8132,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/random/__init__.py#L154,Sampling; cost = numel(output).
trace,Misc,384.9696,1.9840,602.1200,194.0371,extreme,FALSE,284.2692,602.1244,0.3699,"min(m, n)",1000,np.trace(A),n=1000 (1000x1000 matrix),5,"[1421346, 3010622, 3010600]",157840000.0,31568.0000,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/_counting_ops.py#L26,"Diagonal sum; cost = min(n,m)."
geomspace,Misc,48.5912,6.2891,76.0001,7.7263,heavy,FALSE,76.0002,76.0002,0.0000,n,10000000,"np.geomspace(1, 1000, 10000000)",n=10000000,5,"[3800007604, 3800007626, 3800007616]",500335141.0,10.0067,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/_counting_ops.py#L246,Geometric-spaced generation; cost = num.
logspace,Misc,47.9518,5.9446,75.0000,8.0664,heavy,FALSE,75.0001,75.0001,0.0000,n,10000000,"np.logspace(0, 10, 10000000)",n=10000000,5,"[3750004794, 3750004794, 3750004794]",472926542.0,9.4585,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/_counting_ops.py#L236,Log-spaced generation; cost = num.
unwrap,Misc,4.5198,20.0331,7.0693,0.2256,moderate,FALSE,6.2954,7.0987,0.0668,n,10000000,np.unwrap(x),n=10000000,5,"[314770874, 353465702, 354935730]",1593749618.0,31.8750,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/_unwrap.py#L40,Phase unwrap. Cost: $\text{numel}(\text{input})$ (diff + conditional adjustment).
trapezoid,Misc,2.9411,2.1355,4.6001,1.3772,moderate,FALSE,4.2823,4.6001,0.0408,n,10000000,_trapfn(x),n=10000000,5,"[214112709, 230005617, 230005595]",169895227.0,3.3979,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/_pointwise.py#L875,Integrate using the trapezoidal rule.
allclose,Misc,2.8132,5.6224,4.4000,0.5004,moderate,FALSE,3.9642,4.4001,0.0591,n,10000000,"np.allclose(a, b)",n=10000000,5,"[198210666, 220005667, 220005645]",447298242.0,8.9460,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/_counting_ops.py#L45,Element-wise tolerance check; cost = numel(a).
histogram_bin_edges,Misc,1.6637,0.5233,2.6021,3.1792,baseline,FALSE,2.2842,2.6021,0.0735,n,10000000,"np.histogram_bin_edges(x, bins=100)",n=10000000,5,"[114212439, 130105347, 130105325]",41628752.0,0.8326,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/_counting_ops.py#L207,Bin edge computation; cost = numel(a).
gradient,Misc,1.6624,2.6835,2.6001,0.6195,baseline,FALSE,2.2823,2.6001,0.0736,n,10000000,np.gradient(x),n=10000000,5,"[114112739, 130005647, 130005625]",213489622.0,4.2698,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/_pointwise.py#L775,Gradient using central differences.
cross,Misc,1.3428,4.2575,2.1002,0.3154,baseline,FALSE,1.7823,2.1002,0.0920,6 * n,6000000,"np.cross(a, b)",n=1000000,5,"[53469819, 63005633, 63005601]",338712008.33,11.2904,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/linalg/__init__.py#L72,Cross product of two 3-D vectors.
convolve,Misc,1.3004,0.0844,2.0339,15.4076,baseline,FALSE,2.0336,2.0339,0.0001,n * k,100000000,"np.convolve(x, k, mode='full')","n=100000, k=1000",5,"[1016805908, 1016966108, 1016966076]",6716463.9,0.0134,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/_pointwise.py#L809,1-D discrete convolution.
correlate,Misc,1.3004,0.0734,2.0339,17.7166,baseline,FALSE,2.0336,2.0339,0.0001,n * k,100000000,"np.correlate(x, k, mode='full')","n=100000, k=1000",5,"[1016805908, 1016966108, 1016966076]",5836524.9,0.0117,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/_pointwise.py#L829,1-D cross-correlation.
diff,Misc,1.0230,1.0673,1.6000,0.9585,baseline,FALSE,1.2823,1.6001,0.1228,n,10000000,np.diff(x),n=10000000,5,"[64112714, 80005622, 80005600]",84908335.0,1.6982,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/_pointwise.py#L759,n-th discrete difference along axis.
ediff1d,Misc,1.0230,1.0806,1.6000,0.9467,baseline,FALSE,1.2823,1.6001,0.1228,n,10000000,np.ediff1d(x),n=10000000,5,"[64112714, 80005622, 80005600]",85964634.0,1.7193,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/_pointwise.py#L789,Differences between consecutive elements.
array_equal,Misc,0.7673,0.6489,1.2001,1.1825,baseline,FALSE,0.5641,1.2001,0.3716,n,10000000,"np.array_equal(a, b)",n=10000000,5,"[28203574, 60005633, 60005601]",51621980.0,1.0324,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/_counting_ops.py#L60,Element-wise equality; cost = numel(a).
array_equiv,Misc,0.7673,0.6464,1.2001,1.1870,baseline,FALSE,0.5641,1.2001,0.3716,n,10000000,"np.array_equiv(a, b)",n=10000000,5,"[28203574, 60005633, 60005601]",51427347.0,1.0285,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/_counting_ops.py#L82,Element-wise equivalence; cost = numel(a).
vander,Misc,0.6375,1.8678,0.9971,0.3413,baseline,FALSE,0.9939,0.9971,0.0018,n * (degree - 1),990000,"np.vander(x, 100)","n=10000, degree=100",5,"[4920031, 4935622, 4935600]",148595121.21,30.0192,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/_counting_ops.py#L260,Vandermonde matrix; cost = len(x)*(N-1).
histogram,Misc,0.5117,1.1175,0.8003,0.4579,baseline,FALSE,0.7549,0.8003,0.0334,n * ceil(log2(bins)),70000000,"np.histogram(x, bins=100)","n=10000000, bins=100",5,"[264212444, 280105352, 280105330]",88906384.57,0.2540,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/_counting_ops.py#L106,Binning; cost = n*ceil(log2(bins)).
corrcoef,Misc,0.3317,0.0046,0.5188,72.1087,negligible,FALSE,0.5187,0.5189,0.0002,2 * f^2 * s,20000000000,np.corrcoef(x),"f=1000, s=10000",5,"[51871031354, 51886924262, 51886924240]",362685.14,0.0000,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/_pointwise.py#L847,Pearson correlation coefficients.
cov,Misc,0.3316,0.0045,0.5186,73.6889,negligible,FALSE,0.5185,0.5187,0.0002,2 * f^2 * s,20000000000,np.cov(x),"f=1000, s=10000",5,"[51851026354, 51866919262, 51866919240]",357904.73,0.0000,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/_pointwise.py#L862,Covariance matrix.
histogramdd,Misc,0.2771,4.3399,0.4334,0.0638,negligible,FALSE,0.3805,0.4334,0.0735,n * ndim * ceil(log2(bins)),18000000,"np.histogramdd(x, bins=50)","n=1000000, bins=50, ndim=3",5,"[34244998, 39009477, 39009455]",345267878.33,3.8363,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/_counting_ops.py#L189,ND binning; cost = n*sum(ceil(log2(b_i))).
histogram2d,Misc,0.2377,4.5042,0.3718,0.0528,negligible,FALSE,0.3263,0.3717,0.0736,n * 2 * ceil(log2(bins)),140000000,"np.histogram2d(x, y, bins=100)","n=10000000, bins=100",5,"[228404024, 260206083, 260206051]",358337743.86,0.5119,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/_counting_ops.py#L148,2D binning; cost = n*(ceil(log2(bx))+ceil(log2(by))).
interp,Misc,0.1652,4.1251,0.2584,0.0400,negligible,FALSE,0.2356,0.2583,0.0523,n * ceil(log2(xp)),140000000,"np.interp(x, xp, fp)","n=10000000, xp=10000",5,"[164948777, 180835276, 180835234]",328174596.64,0.4688,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/_pointwise.py#L900,1-D linear interpolation.
digitize,Misc,0.0548,3.8817,0.0857,0.0141,negligible,FALSE,0.0403,0.0857,0.3714,n * ceil(log2(bins)),70000000,"np.digitize(x, bins)","n=10000000, bins=100",5,"[14113115, 30006023, 30006001]",308810727.71,0.8823,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/_sorting_ops.py#L193,Bin search; cost = n*ceil(log2(bins)).
bincount,Misc,0.0001,0.9173,0.0002,0.0001,negligible,TRUE,0.0001,0.0001,0.0000,n,10000000,np.bincount(x),n=10000000,5,"[5599, 5599, 5599]",72974245.0,1.4595,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/_counting_ops.py#L221,Integer counting; cost = numel(x).
kaiser,Window,23.9400,25.5297,37.4439,0.9377,heavy,FALSE,37.4439,37.4439,0.0000,3*n,30000000,"np.kaiser(10000000, 14.0)",n=10000000,5,"[5616584999, 5616584999, 5616584999]",2031033651.0,13.5402,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/_window.py#L155,Kaiser window. Cost: 3*n (Bessel function eval per sample).
hamming,Window,21.9790,7.8423,34.3767,2.8026,heavy,FALSE,34.3767,34.3767,0.0000,n,10000000,np.hamming(10000000),n=10000000,5,"[1718835084, 1718835084, 1718835084]",623903333.0,12.4781,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/_window.py#L95,Hamming window. Cost: n (one cosine per sample).
hanning,Window,21.9790,7.8557,34.3767,2.7978,heavy,FALSE,34.3767,34.3767,0.0000,n,10000000,np.hanning(10000000),n=10000000,5,"[1718835084, 1718835084, 1718835084]",624967207.0,12.4993,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/_window.py#L125,Hanning window. Cost: n (one cosine per sample).
blackman,Window,15.4946,5.3931,24.2347,2.8730,moderate,FALSE,24.2347,24.2347,0.0000,3*n,30000000,np.blackman(10000000),n=10000000,5,"[3635202114, 3635202114, 3635202114]",429051340.0,2.8603,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/_window.py#L65,Blackman window. Cost: 3*n (three cosine terms per sample).
bartlett,Window,3.8362,6.2418,6.0001,0.6146,moderate,FALSE,6.0001,6.0001,0.0000,n,10000000,np.bartlett(10000000),n=10000000,5,"[300004809, 300004809, 300004809]",496568795.0,9.9314,1.5641,"np.add(x, y, out=_out)",78203574.0,79555837.0,https://github.com/AIcrowd/mechestim/blob/main/src/mechestim/_window.py#L35,Bartlett window. Cost: n (one linear eval per sample).
